Ciudades;Distance
Cadiz2Lugo1;948662
Cadiz2Lugo2;947366
Cadiz2Madrid1;651072
Cadiz2Madrid2;652614
Cadiz2Malaga1;232630
Cadiz2Malaga2;232054
Cadiz2Murcia1;565975
Cadiz2Murcia2;565975
Cadiz2Ourense1;906124
Cadiz2Ourense2;906503
Cadiz2Oviedo1;898602
Cadiz2Oviedo2;895871
Cadiz2Palencia1;750792
Cadiz2Palencia2;752841
Cadiz2Pamplona1;1029155
Cadiz2Pamplona2;1030734
Cadiz2Pontevedra1;867558
Cadiz2Pontevedra2;867170
Cadiz2Salamanca1;579907
Cadiz2Salamanca2;579566
Cadiz2San Sebastian1;1034326
Cadiz2San Sebastian2;1034326
Cadiz2Santander1;945897
Cadiz2Santander2;945595
Cadiz2Segovia1;721218
Cadiz2Segovia2;722551
Cadiz2Sevilla1;128006
Cadiz2Sevilla2;124109
Cadiz2Soria1;874315
Cadiz2Soria2;876583
Cadiz2Tarragona1;1020432
Cadiz2Tarragona2;1018738
Cadiz2Teruel1;780293
Cadiz2Teruel2;780293
Cadiz2Toledo1;590700
Cadiz2Toledo2;592628
Cadiz2Valencia1;770515
Cadiz2Valencia2;770582
Cadiz2Valladolid1;701830
Cadiz2Valladolid2;699963
Cadiz2Vitoria1;934160
Cadiz2Vitoria2;937728
Cadiz2Zamora1;646990
Cadiz2Zamora2;645934
Cadiz2Zaragoza1;960150
Castellon1A Coru̱a1;1011111
Castellon1A Coru̱a2;1011772
Castellon1Albacete1;267726
Castellon1Albacete2;267569
Castellon1Alicante1;250909
Castellon1Alicante2;250909
Castellon1Almeria1;518070
Castellon1Almeria2;518070
Castellon1Avila1;530497
Castellon1Avila2;529999
Castellon1Badajoz1;799916
Castellon1Badajoz2;795091
Castellon1Barcelona1;277451
Castellon1Barcelona2;282459
Castellon1Bilbao1;611434
Castellon1Bilbao2;613707
Castellon1Burgos1;602274
Castellon1Burgos2;515888
Castellon1Caceres1;694685
Castellon1Caceres2;695581
Castellon1Cadiz1;836558
Castellon1Cadiz2;836504
Castellon1Castellon1;0
Castellon1Castellon2;2315
Castellon1Ciudad Real1;414841
Castellon1Ciudad Real2;415018
Castellon1Cordoba1;585015
Castellon1Cordoba2;584734
Castellon1Cuenca1;262852
Castellon1Cuenca2;262614
Castellon1Girona1;372025
Castellon1Girona2;374071
Castellon1Granada1;577646
Castellon1Granada2;578044
Castellon1Guadalajara1;385657
Castellon1Guadalajara2;385320
Castellon1Huelva1;816576
Castellon1Huelva2;814943
Castellon1Huesca1;385338
Castellon1Huesca2;385218
Castellon1Jaen1;522334
Castellon1Jaen2;524568
Castellon1Leon1;757715
Castellon1Leon2;757328
Castellon1Lerida1;242296
Castellon1Lerida2;240727
Castellon1Logrono1;478633
Castellon1Logrono2;480076
Castellon1Lugo1;921398
Castellon1Lugo2;920103
Castellon1Madrid1;418094
Castellon1Madrid2;417010
Castellon1Malaga1;707680
Castellon1Malaga2;707105
Castellon1Murcia1;309150
Castellon1Murcia2;309150
Castellon1Ourense1;923075
Castellon1Ourense2;923454
Castellon1Oviedo1;871339
Castellon1Oviedo2;868607
Castellon1Palencia1;557282
Castellon1Palencia2;557725
Castellon1Pamplona1;490325
Castellon1Pamplona2;486819
Castellon1Pontevedra1;1033761
Castellon1Pontevedra2;1033373
Castellon1Salamanca1;635124
Castellon1Salamanca2;636488
Castellon1San Sebastian1;573413
Castellon1San Sebastian2;573413
Castellon1Santander1;710094
Castellon1Santander2;709792
Castellon1Segovia1;512151
Castellon1Segovia2;513485
Castellon1Sevilla1;717317
Castellon1Sevilla2;721063
Castellon1Soria1;393340
Castellon1Soria2;378902
Castellon1Tarragona1;188272
Castellon1Tarragona2;186578
Castellon1Teruel1;140470
Castellon1Teruel2;140470
Castellon1Toledo1;431504
Castellon1Toledo2;433436
Castellon1Valencia1;75316
Castellon1Valencia2;77975
Castellon1Valladolid1;609978
Castellon1Valladolid2;609783
Castellon1Vitoria1;569801
Castellon1Vitoria2;573369
Castellon1Zamora1;675312
Castellon1Zamora2;673721
Castellon1Zaragoza1;316322
Castellon2A Coru̱a1;1011250
Castellon2A Coru̱a2;1011911
Castellon2Albacete1;267865
Castellon2Albacete2;267708
Castellon2Alicante1;251048
Castellon2Alicante2;251048
Castellon2Almeria1;518209
Castellon2Almeria2;518209
Castellon2Avila1;530636
Castellon2Avila2;530138
Castellon2Badajoz1;800055
Castellon2Badajoz2;795230
Castellon2Barcelona1;277590
Castellon2Barcelona2;282598
Castellon2Bilbao1;611573
Castellon2Bilbao2;613846
Castellon2Burgos1;602413
Castellon2Burgos2;516027
Castellon2Caceres1;694824
Castellon2Caceres2;695720
Castellon2Cadiz1;836697
Castellon2Cadiz2;836643
Castellon2Castellon1;139
Castellon2Castellon2;0
Castellon2Ciudad Real1;414980
Castellon2Ciudad Real2;415157
Castellon2Cordoba1;585154
Castellon2Cordoba2;584873
Castellon2Cuenca1;262991
Castellon2Cuenca2;262753
Castellon2Girona1;372164
Castellon2Girona2;374209
Castellon2Granada1;577785
Castellon2Granada2;578183
Castellon2Guadalajara1;385796
Castellon2Guadalajara2;385459
Castellon2Huelva1;816715
Castellon2Huelva2;815082
Castellon2Huesca1;385477
Castellon2Huesca2;385357
Castellon2Jaen1;522473
Castellon2Jaen2;524707
Castellon2Leon1;757854
Castellon2Leon2;757467
Castellon2Lerida1;242435
Castellon2Lerida2;240866
Castellon2Logrono1;478772
Castellon2Logrono2;480215
Castellon2Lugo1;921537
Castellon2Lugo2;920242
Castellon2Madrid1;418233
Castellon2Madrid2;417149
Castellon2Malaga1;707819
Castellon2Malaga2;707244
Castellon2Murcia1;309289
Castellon2Murcia2;309289
Castellon2Ourense1;923214
Castellon2Ourense2;923593
Castellon2Oviedo1;871478
Castellon2Oviedo2;868746
Castellon2Palencia1;557421
Castellon2Palencia2;557864
Castellon2Pamplona1;490464
Castellon2Pamplona2;486958
Castellon2Pontevedra1;1033900
Castellon2Pontevedra2;1033512
Castellon2Salamanca1;635263
Castellon2Salamanca2;636627
Castellon2San Sebastian1;573552
Castellon2San Sebastian2;573552
Castellon2Santander1;710233
Castellon2Santander2;709931
Castellon2Segovia1;512290
Castellon2Segovia2;513624
Castellon2Sevilla1;717456
Castellon2Sevilla2;721202
Castellon2Soria1;393479
Castellon2Soria2;379041
Castellon2Tarragona1;188411
Castellon2Tarragona2;186717
Castellon2Teruel1;140609
Castellon2Teruel2;140609
Castellon2Toledo1;431643
Castellon2Toledo2;433575
Castellon2Valencia1;75455
Castellon2Valencia2;78114
Castellon2Valladolid1;610117
Castellon2Valladolid2;609922
Castellon2Vitoria1;569940
Castellon2Vitoria2;573508
Castellon2Zamora1;675451
Castellon2Zamora2;673860
Castellon2Zaragoza1;316461
Ciudad Real1A Coru̱a1;770767
Ciudad Real1A Coru̱a2;771428
Ciudad Real1Albacete1;217587
Ciudad Real1Albacete2;217430
Ciudad Real1Alicante1;380748
Ciudad Real1Alicante2;380748
Ciudad Real1Almeria1;382060
Ciudad Real1Almeria2;382060
Ciudad Real1Avila1;251441
Ciudad Real1Avila2;289655
Ciudad Real1Badajoz1;310057
Ciudad Real1Badajoz2;305232
Ciudad Real1Barcelona1;689605
Ciudad Real1Barcelona2;694614
Ciudad Real1Bilbao1;594944
Ciudad Real1Bilbao2;597217
Ciudad Real1Burgos1;446091
Ciudad Real1Burgos2;440135
Ciudad Real1Caceres1;272977
Ciudad Real1Caceres2;273508
Ciudad Real1Cadiz1;443468
Ciudad Real1Cadiz2;443415
Ciudad Real1Castellon1;415906
Ciudad Real1Castellon2;415767
Ciudad Real1Ciudad Real1;0
Ciudad Real1Ciudad Real2;2157
Ciudad Real1Cordoba1;191925
Ciudad Real1Cordoba2;191644
Ciudad Real1Cuenca1;265911
Ciudad Real1Cuenca2;265915
Ciudad Real1Girona1;784180
Ciudad Real1Girona2;786225
Ciudad Real1Granada1;255193
Ciudad Real1Granada2;252294
Ciudad Real1Guadalajara1;252402
Ciudad Real1Guadalajara2;252090
Ciudad Real1Huelva1;423487
Ciudad Real1Huelva2;421853
Ciudad Real1Huesca1;576696
Ciudad Real1Huesca2;576577
Ciudad Real1Jaen1;170306
Ciudad Real1Jaen2;172540
Ciudad Real1Leon1;517371
Ciudad Real1Leon2;516984
Ciudad Real1Lerida1;656471
Ciudad Real1Lerida2;654902
Ciudad Real1Logrono1;522155
Ciudad Real1Logrono2;521426
Ciudad Real1Lugo1;681054
Ciudad Real1Lugo2;679759
Ciudad Real1Madrid1;185287
Ciudad Real1Madrid2;199645
Ciudad Real1Malaga1;351135
Ciudad Real1Malaga2;350560
Ciudad Real1Murcia1;359692
Ciudad Real1Murcia2;359692
Ciudad Real1Ourense1;682731
Ciudad Real1Ourense2;683110
Ciudad Real1Oviedo1;630995
Ciudad Real1Oviedo2;628263
Ciudad Real1Palencia1;441627
Ciudad Real1Palencia2;443676
Ciudad Real1Pamplona1;587114
Ciudad Real1Pamplona2;583608
Ciudad Real1Pontevedra1;793417
Ciudad Real1Pontevedra2;793029
Ciudad Real1Salamanca1;394780
Ciudad Real1Salamanca2;396144
Ciudad Real1San Sebastian1;650785
Ciudad Real1San Sebastian2;650785
Ciudad Real1Santander1;636732
Ciudad Real1Santander2;636430
Ciudad Real1Segovia1;271807
Ciudad Real1Segovia2;273141
Ciudad Real1Sevilla1;324227
Ciudad Real1Sevilla2;327974
Ciudad Real1Soria1;420223
Ciudad Real1Soria2;422491
Ciudad Real1Tarragona1;600426
Ciudad Real1Tarragona2;598732
Ciudad Real1Teruel1;360288
Ciudad Real1Teruel2;360288
Ciudad Real1Toledo1;114986
Ciudad Real1Toledo2;116915
Ciudad Real1Valencia1;350510
Ciudad Real1Valencia2;350577
Ciudad Real1Valladolid1;369634
Ciudad Real1Valladolid2;369439
Ciudad Real1Vitoria1;550619
Ciudad Real1Vitoria2;554187
Ciudad Real1Zamora1;434968
Ciudad Real1Zamora2;433377
Ciudad Real1Zaragoza1;506058
Ciudad Real2A Coru̱a1;771574
Ciudad Real2A Coru̱a2;772235
Ciudad Real2Albacete1;218148
Ciudad Real2Albacete2;217991
Ciudad Real2Alicante1;381309
Ciudad Real2Alicante2;381309
Ciudad Real2Almeria1;381210
Ciudad Real2Almeria2;381210
Ciudad Real2Avila1;252248
Ciudad Real2Avila2;290462
Ciudad Real2Badajoz1;308080
Ciudad Real2Badajoz2;303255
Ciudad Real2Barcelona1;690167
Ciudad Real2Barcelona2;695175
Ciudad Real2Bilbao1;595506
Ciudad Real2Bilbao2;597779
Ciudad Real2Burgos1;446652
Ciudad Real2Burgos2;440696
Ciudad Real2Caceres1;271000
Ciudad Real2Caceres2;271531
Ciudad Real2Cadiz1;440741
Ciudad Real2Cadiz2;440688
Ciudad Real2Castellon1;416467
Ciudad Real2Castellon2;416328
Ciudad Real2Ciudad Real1;2193
Ciudad Real2Ciudad Real2;0
Ciudad Real2Cordoba1;189198
Ciudad Real2Cordoba2;188918
Ciudad Real2Cuenca1;266473
Ciudad Real2Cuenca2;266476
Ciudad Real2Girona1;784741
Ciudad Real2Girona2;786786
Ciudad Real2Granada1;254342
Ciudad Real2Granada2;251443
Ciudad Real2Guadalajara1;252963
Ciudad Real2Guadalajara2;252652
Ciudad Real2Huelva1;420760
Ciudad Real2Huelva2;419126
Ciudad Real2Huesca1;577257
Ciudad Real2Huesca2;577138
Ciudad Real2Jaen1;169455
Ciudad Real2Jaen2;171689
Ciudad Real2Leon1;518178
Ciudad Real2Leon2;517791
Ciudad Real2Lerida1;657032
Ciudad Real2Lerida2;655463
Ciudad Real2Logrono1;522716
Ciudad Real2Logrono2;521987
Ciudad Real2Lugo1;681862
Ciudad Real2Lugo2;680566
Ciudad Real2Madrid1;186094
Ciudad Real2Madrid2;200206
Ciudad Real2Malaga1;348408
Ciudad Real2Malaga2;347833
Ciudad Real2Murcia1;360253
Ciudad Real2Murcia2;360253
Ciudad Real2Ourense1;683539
Ciudad Real2Ourense2;683917
Ciudad Real2Oviedo1;631802
Ciudad Real2Oviedo2;629070
Ciudad Real2Palencia1;442435
Ciudad Real2Palencia2;444484
Ciudad Real2Pamplona1;587675
Ciudad Real2Pamplona2;584169
Ciudad Real2Pontevedra1;794224
Ciudad Real2Pontevedra2;793837
Ciudad Real2Salamanca1;395587
Ciudad Real2Salamanca2;396951
Ciudad Real2San Sebastian1;651346
Ciudad Real2San Sebastian2;651346
Ciudad Real2Santander1;637539
Ciudad Real2Santander2;637238
Ciudad Real2Segovia1;272614
Ciudad Real2Segovia2;273948
Ciudad Real2Sevilla1;321501
Ciudad Real2Sevilla2;325247
Ciudad Real2Soria1;420784
Ciudad Real2Soria2;423052
Ciudad Real2Tarragona1;600988
Ciudad Real2Tarragona2;599294
Ciudad Real2Teruel1;360849
Ciudad Real2Teruel2;360849
Ciudad Real2Toledo1;115794
Ciudad Real2Toledo2;117722
Ciudad Real2Valencia1;351071
Ciudad Real2Valencia2;351138
Ciudad Real2Valladolid1;370441
Ciudad Real2Valladolid2;370246
Ciudad Real2Vitoria1;551181
Ciudad Real2Vitoria2;554748
Ciudad Real2Zamora1;435775
Ciudad Real2Zamora2;434184
Ciudad Real2Zaragoza1;506619
Cordoba1A Coru̱a1;982880
Cordoba1A Coru̱a2;983541
Cordoba1Albacete1;387163
Cordoba1Albacete2;387007
Cordoba1Alicante1;550325
Cordoba1Alicante2;550325
Cordoba1Almeria1;358696
Cordoba1Almeria2;358696
Cordoba1Avila1;502266
Cordoba1Avila2;501768
Cordoba1Badajoz1;265022
Cordoba1Badajoz2;262943
Cordoba1Barcelona1;859182
Cordoba1Barcelona2;864191
Cordoba1Bilbao1;785736
Cordoba1Bilbao2;788009
Cordoba1Burgos1;636882
Cordoba1Burgos2;630926
Cordoba1Caceres1;311039
Cordoba1Caceres2;310689
Cordoba1Cadiz1;257510
Cordoba1Cadiz2;257457
Cordoba1Castellon1;585482
Cordoba1Castellon2;585343
Cordoba1Ciudad Real1;192669
Cordoba1Ciudad Real2;189765
Cordoba1Cordoba1;0
Cordoba1Cordoba2;537
Cordoba1Cuenca1;430264
Cordoba1Cuenca2;456706
Cordoba1Girona1;953756
Cordoba1Girona2;955802
Cordoba1Granada1;200108
Cordoba1Granada2;200526
Cordoba1Guadalajara1;443193
Cordoba1Guadalajara2;442882
Cordoba1Huelva1;237529
Cordoba1Huelva2;235896
Cordoba1Huesca1;767487
Cordoba1Huesca2;767368
Cordoba1Jaen1;107391
Cordoba1Jaen2;107733
Cordoba1Leon1;729484
Cordoba1Leon2;729097
Cordoba1Lerida1;847262
Cordoba1Lerida2;845693
Cordoba1Logrono1;712946
Cordoba1Logrono2;712218
Cordoba1Lugo1;893167
Cordoba1Lugo2;891872
Cordoba1Madrid1;392179
Cordoba1Madrid2;390436
Cordoba1Malaga1;165847
Cordoba1Malaga2;165271
Cordoba1Murcia1;475938
Cordoba1Murcia2;475938
Cordoba1Ourense1;894844
Cordoba1Ourense2;895223
Cordoba1Oviedo1;843108
Cordoba1Oviedo2;840376
Cordoba1Palencia1;653740
Cordoba1Palencia2;655789
Cordoba1Pamplona1;777905
Cordoba1Pamplona2;774399
Cordoba1Pontevedra1;803702
Cordoba1Pontevedra2;803315
Cordoba1Salamanca1;516052
Cordoba1Salamanca2;515710
Cordoba1San Sebastian1;841576
Cordoba1San Sebastian2;841576
Cordoba1Santander1;848845
Cordoba1Santander2;848543
Cordoba1Segovia1;483920
Cordoba1Segovia2;485254
Cordoba1Sevilla1;138270
Cordoba1Sevilla2;142016
Cordoba1Soria1;611014
Cordoba1Soria2;613282
Cordoba1Tarragona1;770003
Cordoba1Tarragona2;768309
Cordoba1Teruel1;529865
Cordoba1Teruel2;529865
Cordoba1Toledo1;340271
Cordoba1Toledo2;342199
Cordoba1Valencia1;520086
Cordoba1Valencia2;520153
Cordoba1Valladolid1;581747
Cordoba1Valladolid2;581552
Cordoba1Vitoria1;741411
Cordoba1Vitoria2;744978
Cordoba1Zamora1;583135
Cordoba1Zamora2;582079
Cordoba1Zaragoza1;696849
Cordoba2A Coru̱a1;990141
Cordoba2A Coru̱a2;990802
Cordoba2Albacete1;394424
Cordoba2Albacete2;394267
Cordoba2Alicante1;557586
Cordoba2Alicante2;557586
Cordoba2Almeria1;359508
Cordoba2Almeria2;359508
Cordoba2Avila1;509527
Cordoba2Avila2;509029
Cordoba2Badajoz1;265302
Cordoba2Badajoz2;263224
Cordoba2Barcelona1;866443
Cordoba2Barcelona2;871451
Cordoba2Bilbao1;792997
Cordoba2Bilbao2;795270
Cordoba2Burgos1;644143
Cordoba2Burgos2;638187
Cordoba2Caceres1;311319
Cordoba2Caceres2;310970
Cordoba2Cadiz1;258992
Cordoba2Cadiz2;258939
Cordoba2Castellon1;592743
Cordoba2Castellon2;592604
Cordoba2Ciudad Real1;199930
Cordoba2Ciudad Real2;197026
Cordoba2Cordoba1;281
Cordoba2Cordoba2;0
Cordoba2Cuenca1;437525
Cordoba2Cuenca2;463967
Cordoba2Girona1;961017
Cordoba2Girona2;963063
Cordoba2Granada1;200920
Cordoba2Granada2;201339
Cordoba2Guadalajara1;450454
Cordoba2Guadalajara2;450143
Cordoba2Huelva1;239011
Cordoba2Huelva2;237377
Cordoba2Huesca1;774748
Cordoba2Huesca2;774629
Cordoba2Jaen1;114651
Cordoba2Jaen2;114994
Cordoba2Leon1;736745
Cordoba2Leon2;736358
Cordoba2Lerida1;854523
Cordoba2Lerida2;852954
Cordoba2Logrono1;720207
Cordoba2Logrono2;719478
Cordoba2Lugo1;900428
Cordoba2Lugo2;899133
Cordoba2Madrid1;399440
Cordoba2Madrid2;397697
Cordoba2Malaga1;166659
Cordoba2Malaga2;166084
Cordoba2Murcia1;476750
Cordoba2Murcia2;476750
Cordoba2Ourense1;902105
Cordoba2Ourense2;902484
Cordoba2Oviedo1;850369
Cordoba2Oviedo2;847637
Cordoba2Palencia1;661001
Cordoba2Palencia2;663050
Cordoba2Pamplona1;785166
Cordoba2Pamplona2;781660
Cordoba2Pontevedra1;803983
Cordoba2Pontevedra2;803596
Cordoba2Salamanca1;516332
Cordoba2Salamanca2;515991
Cordoba2San Sebastian1;848837
Cordoba2San Sebastian2;848837
Cordoba2Santander1;856106
Cordoba2Santander2;855804
Cordoba2Segovia1;491181
Cordoba2Segovia2;492515
Cordoba2Sevilla1;139751
Cordoba2Sevilla2;143498
Cordoba2Soria1;618275
Cordoba2Soria2;620543
Cordoba2Tarragona1;777264
Cordoba2Tarragona2;775570
Cordoba2Teruel1;537125
Cordoba2Teruel2;537125
Cordoba2Toledo1;347532
Cordoba2Toledo2;349460
Cordoba2Valencia1;527347
Cordoba2Valencia2;527414
Cordoba2Valladolid1;589008
Cordoba2Valladolid2;588813
Cordoba2Vitoria1;748672
Cordoba2Vitoria2;752239
Cordoba2Zamora1;583415
Cordoba2Zamora2;582359
Cordoba2Zaragoza1;704110
Cuenca1A Coru̱a1;757983
Cuenca1A Coru̱a2;758644
Cuenca1Albacete1;143685
Cuenca1Albacete2;143528
Cuenca1Alicante1;306846
Cuenca1Alicante2;306846
Cuenca1Almeria1;494709
Cuenca1Almeria2;494709
Cuenca1Avila1;277369
Cuenca1Avila2;276871
Cuenca1Badajoz1;546788
Cuenca1Badajoz2;541963
Cuenca1Barcelona1;538051
Cuenca1Barcelona2;543059
Cuenca1Bilbao1;550965
Cuenca1Bilbao2;553239
Cuenca1Burgos1;402112
Cuenca1Burgos2;396156
Cuenca1Caceres1;441557
Cuenca1Caceres2;442453
Cuenca1Cadiz1;708797
Cuenca1Cadiz2;708744
Cuenca1Castellon1;264351
Cuenca1Castellon2;264212
Cuenca1Ciudad Real1;266228
Cuenca1Ciudad Real2;266405
Cuenca1Cordoba1;457255
Cuenca1Cordoba2;456974
Cuenca1Cuenca1;0
Cuenca1Cuenca2;299
Cuenca1Girona1;632625
Cuenca1Girona2;634671
Cuenca1Granada1;479462
Cuenca1Granada2;476562
Cuenca1Guadalajara1;139680
Cuenca1Guadalajara2;136797
Cuenca1Huelva1;688816
Cuenca1Huelva2;687183
Cuenca1Huesca1;393900
Cuenca1Huesca2;393780
Cuenca1Jaen1;394574
Cuenca1Jaen2;396808
Cuenca1Leon1;504587
Cuenca1Leon2;504200
Cuenca1Lerida1;465191
Cuenca1Lerida2;463622
Cuenca1Logrono1;370380
Cuenca1Logrono2;369651
Cuenca1Lugo1;668271
Cuenca1Lugo2;666975
Cuenca1Madrid1;164966
Cuenca1Madrid2;163882
Cuenca1Malaga1;599496
Cuenca1Malaga2;598921
Cuenca1Murcia1;285790
Cuenca1Murcia2;285790
Cuenca1Ourense1;669948
Cuenca1Ourense2;670327
Cuenca1Oviedo1;618211
Cuenca1Oviedo2;615479
Cuenca1Palencia1;401137
Cuenca1Palencia2;401580
Cuenca1Pamplona1;435338
Cuenca1Pamplona2;431833
Cuenca1Pontevedra1;780633
Cuenca1Pontevedra2;780246
Cuenca1Salamanca1;381996
Cuenca1Salamanca2;383360
Cuenca1San Sebastian1;518427
Cuenca1San Sebastian2;518427
Cuenca1Santander1;608904
Cuenca1Santander2;608602
Cuenca1Segovia1;259023
Cuenca1Segovia2;260357
Cuenca1Sevilla1;589557
Cuenca1Sevilla2;593303
Cuenca1Soria1;268447
Cuenca1Soria2;270716
Cuenca1Tarragona1;448872
Cuenca1Tarragona2;447178
Cuenca1Teruel1;146825
Cuenca1Teruel2;146825
Cuenca1Toledo1;178377
Cuenca1Toledo2;180308
Cuenca1Valencia1;198955
Cuenca1Valencia2;199022
Cuenca1Valladolid1;356850
Cuenca1Valladolid2;356656
Cuenca1Vitoria1;506640
Cuenca1Vitoria2;510208
Cuenca1Zamora1;422184
Cuenca1Zamora2;420593
Cuenca1Zaragoza1;324884
Cuenca2A Coru̱a1;758040
Cuenca2A Coru̱a2;758701
Cuenca2Albacete1;143491
Cuenca2Albacete2;143334
Cuenca2Alicante1;306653
Cuenca2Alicante2;306653
Cuenca2Almeria1;494516
Cuenca2Almeria2;494516
Cuenca2Avila1;277425
Cuenca2Avila2;276928
Cuenca2Badajoz1;546845
Cuenca2Badajoz2;542020
Cuenca2Barcelona1;537858
Cuenca2Barcelona2;542866
Cuenca2Bilbao1;551022
Cuenca2Bilbao2;553295
Cuenca2Burgos1;402169
Cuenca2Burgos2;396212
Cuenca2Caceres1;441613
Cuenca2Caceres2;442509
Cuenca2Cadiz1;708854
Cuenca2Cadiz2;708800
Cuenca2Castellon1;264158
Cuenca2Castellon2;264019
Cuenca2Ciudad Real1;266284
Cuenca2Ciudad Real2;266461
Cuenca2Cordoba1;457311
Cuenca2Cordoba2;457030
Cuenca2Cuenca1;249
Cuenca2Cuenca2;0
Cuenca2Girona1;632432
Cuenca2Girona2;634477
Cuenca2Granada1;479518
Cuenca2Granada2;476619
Cuenca2Guadalajara1;139736
Cuenca2Guadalajara2;136853
Cuenca2Huelva1;688872
Cuenca2Huelva2;687239
Cuenca2Huesca1;393706
Cuenca2Huesca2;393587
Cuenca2Jaen1;394630
Cuenca2Jaen2;396864
Cuenca2Leon1;504643
Cuenca2Leon2;504256
Cuenca2Lerida1;464998
Cuenca2Lerida2;463429
Cuenca2Logrono1;370436
Cuenca2Logrono2;369707
Cuenca2Lugo1;668327
Cuenca2Lugo2;667031
Cuenca2Madrid1;165023
Cuenca2Madrid2;163939
Cuenca2Malaga1;599553
Cuenca2Malaga2;598978
Cuenca2Murcia1;285596
Cuenca2Murcia2;285596
Cuenca2Ourense1;670004
Cuenca2Ourense2;670383
Cuenca2Oviedo1;618267
Cuenca2Oviedo2;615536
Cuenca2Palencia1;401194
Cuenca2Palencia2;401637
Cuenca2Pamplona1;435395
Cuenca2Pamplona2;431889
Cuenca2Pontevedra1;780689
Cuenca2Pontevedra2;780302
Cuenca2Salamanca1;382053
Cuenca2Salamanca2;383417
Cuenca2San Sebastian1;518483
Cuenca2San Sebastian2;518483
Cuenca2Santander1;608961
Cuenca2Santander2;608659
Cuenca2Segovia1;259080
Cuenca2Segovia2;260413
Cuenca2Sevilla1;589613
Cuenca2Sevilla2;593360
Cuenca2Soria1;268504
Cuenca2Soria2;270772
Cuenca2Tarragona1;448679
Cuenca2Tarragona2;446985
Cuenca2Teruel1;146631
Cuenca2Teruel2;146631
Cuenca2Toledo1;178433
Cuenca2Toledo2;180364
Cuenca2Valencia1;198762
Cuenca2Valencia2;198829
Cuenca2Valladolid1;356906
Cuenca2Valladolid2;356712
Cuenca2Vitoria1;506697
Cuenca2Vitoria2;510264
Cuenca2Zamora1;422240
Cuenca2Zamora2;420649
Cuenca2Zaragoza1;324691
Girona1A Coru̱a1;1162075
Girona1A Coru̱a2;1162736
Girona1Albacete1;636599
Girona1Albacete2;636442
Girona1Alicante1;619783
Girona1Alicante2;619783
Girona1Almeria1;886944
Girona1Almeria2;886944
Girona1Avila1;808529
Girona1Avila2;808032
Girona1Badajoz1;1103565
Girona1Badajoz2;1098740
Girona1Barcelona1;103726
Girona1Barcelona2;99679
Girona1Bilbao1;686427
Girona1Bilbao2;688700
Girona1Burgos1;677267
Girona1Burgos2;683312
Girona1Caceres1;998334
Girona1Caceres2;999229
Girona1Cadiz1;1205431
Girona1Cadiz2;1205378
Girona1Castellon1;370978
Girona1Castellon2;370839
Girona1Ciudad Real1;783715
Girona1Ciudad Real2;783891
Girona1Cordoba1;953888
Girona1Cordoba2;953608
Girona1Cuenca1;631726
Girona1Cuenca2;631488
Girona1Girona1;0
Girona1Girona2;888
Girona1Granada1;946520
Girona1Granada2;946918
Girona1Guadalajara1;641985
Girona1Guadalajara2;641649
Girona1Huelva1;1185450
Girona1Huelva2;1183817
Girona1Huesca1;338042
Girona1Huesca2;338102
Girona1Jaen1;891208
Girona1Jaen2;893442
Girona1Leon1;856956
Girona1Leon2;856568
Girona1Lerida1;224894
Girona1Lerida2;225455
Girona1Logrono1;553626
Girona1Logrono2;555069
Girona1Lugo1;1072362
Girona1Lugo2;1071067
Girona1Madrid1;700209
Girona1Madrid2;698466
Girona1Malaga1;1076554
Girona1Malaga2;1075979
Girona1Murcia1;678024
Girona1Murcia2;678024
Girona1Ourense1;1135052
Girona1Ourense2;1135431
Girona1Oviedo1;966943
Girona1Oviedo2;966890
Girona1Palencia1;768345
Girona1Palencia2;768788
Girona1Pamplona1;565318
Girona1Pamplona2;561813
Girona1Pontevedra1;1245737
Girona1Pontevedra2;1245350
Girona1Salamanca1;919121
Girona1Salamanca2;914521
Girona1San Sebastian1;638046
Girona1San Sebastian2;638046
Girona1Santander1;785087
Girona1Santander2;784785
Girona1Segovia1;790184
Girona1Segovia2;791517
Girona1Sevilla1;1086191
Girona1Sevilla2;1089937
Girona1Soria1;544975
Girona1Soria2;543239
Girona1Tarragona1;193100
Girona1Tarragona2;191406
Girona1Teruel1;515756
Girona1Teruel2;515756
Girona1Toledo1;771080
Girona1Toledo2;768074
Girona1Valencia1;444189
Girona1Valencia2;446849
Girona1Valladolid1;805559
Girona1Valladolid2;805079
Girona1Vitoria1;644794
Girona1Vitoria2;648362
Girona1Zamora1;902015
Girona1Zamora2;900424
Girona1Zaragoza1;392762
Girona2A Coru̱a1;1161475
Girona2A Coru̱a2;1162136
Girona2Albacete1;636000
Girona2Albacete2;635843
Girona2Alicante1;619183
Girona2Alicante2;619183
Girona2Almeria1;886344
Girona2Almeria2;886344
Girona2Avila1;807930
Girona2Avila2;807432
Girona2Badajoz1;1102965
Girona2Badajoz2;1098140
Girona2Barcelona1;103126
Girona2Barcelona2;99079
Girona2Bilbao1;685827
Girona2Bilbao2;688100
Girona2Burgos1;676668
Girona2Burgos2;682712
Girona2Caceres1;997734
Girona2Caceres2;998630
Girona2Cadiz1;1204832
Girona2Cadiz2;1204778
Girona2Castellon1;370379
