Origen;Destino;Distance_m;Distance_km;Duracion_seg;Duracion_min
Ciudad Real Bus;gasolinera_31;604492;604.492;20998;349.96666666666664
Ciudad Real Bus;gasolinera_32;651571;651.571;22857;380.95
Ciudad Real Bus;gasolinera_33;360144;360.144;12112;201.86666666666667
Ciudad Real Bus;gasolinera_34;392453;392.453;13219;220.31666666666666
Ciudad Real Bus;gasolinera_35;488876;488.876;16638;277.3
Ciudad Real Bus;gasolinera_36;550211;550.211;19111;318.51666666666665
Ciudad Real Bus;gasolinera_37;585411;585.411;20083;334.71666666666664
Ciudad Real Bus;gasolinera_38;360120;360.12;12765;212.75
Ciudad Real Bus;gasolinera_39;439059;439.059;15873;264.55
Ciudad Real Bus;gasolinera_40;481523;481.523;16666;277.76666666666665
Ciudad Real Bus;gasolinera_41;442779;442.779;15506;258.43333333333334
Ciudad Real Bus;gasolinera_42;451591;451.591;15669;261.15
Ciudad Real Bus;gasolinera_43;408050;408.05;14339;238.98333333333332
Ciudad Real Bus;gasolinera_44;520602;520.602;18004;300.06666666666666
Ciudad Real Bus;gasolinera_45;269903;269.903;12130;202.16666666666666
Ciudad Real Bus;gasolinera_46;277869;277.869;12300;205.0
Ciudad Real Bus;gasolinera_47;353885;353.885;12629;210.48333333333332
Ciudad Real Bus;gasolinera_48;215266;215.266;9341;155.68333333333334
Ciudad Real Bus;gasolinera_49;303089;303.089;11631;193.85
Ciudad Real Bus;gasolinera_50;263818;263.818;9678;161.3
Ciudad Real Bus;gasolinera_51;321752;321.752;11697;194.95
Ciudad Real Bus;gasolinera_52;224279;224.279;10082;168.03333333333333
Ciudad Real Bus;gasolinera_53;344077;344.077;12838;213.96666666666667
Ciudad Real Bus;gasolinera_54;374742;374.742;15314;255.23333333333332
Ciudad Real Bus;gasolinera_55;524140;524.14;19446;324.1
Ciudad Real Bus;gasolinera_56;213226;213.226;7172;119.53333333333333
Ciudad Real Bus;gasolinera_59;281709;281.709;9346;155.76666666666668
Ciudad Real Bus;gasolinera_60;178771;178.771;6047;100.78333333333333
Ciudad Real Bus;gasolinera_61;267180;267.18;8753;145.88333333333333
Ciudad Real Bus;gasolinera_62;134333;134.333;4741;79.01666666666667
Ciudad Real Bus;gasolinera_63;381378;381.378;12691;211.51666666666668
Ciudad Real Bus;gasolinera_64;421765;421.765;13968;232.8
Ciudad Real Bus;gasolinera_65;442411;442.411;14905;248.41666666666666
Ciudad Real Bus;gasolinera_66;439827;439.827;14717;245.28333333333333
Ciudad Real Bus;gasolinera_67;351293;351.293;11539;192.31666666666666
Ciudad Real Bus;gasolinera_68;441370;441.37;14794;246.56666666666666
Ciudad Real Bus;gasolinera_69;345944;345.944;11552;192.53333333333333
Ciudad Real Bus;gasolinera_70;359010;359.01;11815;196.91666666666666
Ciudad Real Bus;gasolinera_71;324396;324.396;10766;179.43333333333334
Ciudad Real Bus;gasolinera_72;369677;369.677;13404;223.4
Ciudad Real Bus;gasolinera_73;388962;388.962;14977;249.61666666666667
Ciudad Real Bus;gasolinera_74;379893;379.893;13973;232.88333333333333
Ciudad Real Bus;gasolinera_75;375218;375.218;14445;240.75
Ciudad Real Bus;gasolinera_76;399376;399.376;14849;247.48333333333332
Ciudad Real Bus;gasolinera_77;466523;466.523;15764;262.73333333333335
Ciudad Real Bus;gasolinera_78;388834;388.834;14420;240.33333333333334
Ciudad Real Bus;gasolinera_79;253317;253.317;9450;157.5
Ciudad Real Bus;gasolinera_80;266099;266.099;10089;168.15
Ciudad Real Bus;gasolinera_81;282768;282.768;10483;174.71666666666667
Ciudad Real Bus;gasolinera_82;362921;362.921;13658;227.63333333333333
Ciudad Real Bus;gasolinera_83;290389;290.389;10565;176.08333333333334
Ciudad Real Bus;gasolinera_84;315391;315.391;11419;190.31666666666666
Ciudad Real Bus;gasolinera_85;275773;275.773;10051;167.51666666666668
Ciudad Real Bus;gasolinera_86;204937;204.937;7575;126.25
Ciudad Real Bus;gasolinera_87;654586;654.586;22789;379.81666666666666
Ciudad Real Bus;gasolinera_88;582667;582.667;20217;336.95
Ciudad Real Bus;gasolinera_89;613363;613.363;21281;354.68333333333334
Ciudad Real Bus;gasolinera_90;625529;625.529;21680;361.3333333333333
Ciudad Real Bus;gasolinera_91;185348;185.348;7526;125.43333333333334
Ciudad Real Bus;gasolinera_92;601951;601.951;20787;346.45
Ciudad Real Bus;gasolinera_93;415445;415.445;15456;257.6
Ciudad Real Bus;gasolinera_94;384903;384.903;14734;245.56666666666666
Ciudad Real Bus;gasolinera_95;222086;222.086;8545;142.41666666666666
Ciudad Real Bus;gasolinera_96;231137;231.137;9173;152.88333333333333
Ciudad Real Bus;gasolinera_97;255846;255.846;9670;161.16666666666666
Ciudad Real Bus;gasolinera_98;247831;247.831;9937;165.61666666666667
Ciudad Real Bus;gasolinera_99;133521;133.521;6140;102.33333333333333
Ciudad Real Bus;gasolinera_100;233711;233.711;9613;160.21666666666667
Ciudad Real Bus;gasolinera_101;259179;259.179;10040;167.33333333333334
Ciudad Real Bus;gasolinera_102;153295;153.295;6210;103.5
Ciudad Real Bus;gasolinera_103;784437;784.437;26851;447.51666666666665
Ciudad Real Bus;gasolinera_104;770198;770.198;26541;442.35
Ciudad Real Bus;gasolinera_105;832628;832.628;28952;482.53333333333336
Ciudad Real Bus;gasolinera_106;784720;784.72;27216;453.6
Ciudad Real Bus;gasolinera_107;806484;806.484;27720;462.0
Ciudad Real Bus;gasolinera_108;754204;754.204;25932;432.2
Ciudad Real Bus;gasolinera_109;723266;723.266;24985;416.4166666666667
Ciudad Real Bus;gasolinera_110;836084;836.084;29325;488.75
Ciudad Real Bus;gasolinera_111;813654;813.654;28023;467.05
Ciudad Real Bus;gasolinera_112;787234;787.234;27181;453.01666666666665
Ciudad Real Bus;gasolinera_113;819872;819.872;28457;474.28333333333336
Ciudad Real Bus;gasolinera_114;184376;184.376;6596;109.93333333333334
Ciudad Real Bus;gasolinera_115;194618;194.618;6524;108.73333333333333
Ciudad Real Bus;gasolinera_116;260006;260.006;9305;155.08333333333334
Ciudad Real Bus;gasolinera_117;467427;467.427;15703;261.71666666666664
Ciudad Real Bus;gasolinera_118;94023;94.023;3886;64.76666666666667
Ciudad Real Bus;gasolinera_119;463377;463.377;17098;284.96666666666664
Ciudad Real Bus;gasolinera_120;31949;31.949;1572;26.2
Ciudad Real Bus;gasolinera_121;37715;37.715;1555;25.916666666666668
Ciudad Real Bus;gasolinera_122;105651;105.651;4299;71.65
Ciudad Real Bus;gasolinera_123;915;0.915;137;2.283333333333333
Ciudad Real Bus;gasolinera_124;39260;39.26;1587;26.45
Ciudad Real Bus;gasolinera_125;63571;63.571;2361;39.35
Ciudad Real Bus;gasolinera_126;126077;126.077;4524;75.4
Ciudad Real Bus;gasolinera_127;68512;68.512;3033;50.55
Ciudad Real Bus;gasolinera_128;121641;121.641;4598;76.63333333333334
Ciudad Real Bus;gasolinera_129;96295;96.295;3529;58.81666666666667
Ciudad Real Bus;gasolinera_130;60095;60.095;2596;43.266666666666666
Ciudad Real Bus;gasolinera_131;79056;79.056;2788;46.46666666666667
Ciudad Real Bus;gasolinera_132;67885;67.885;3047;50.78333333333333
Ciudad Real Bus;gasolinera_133;196327;196.327;8783;146.38333333333333
Ciudad Real Bus;gasolinera_134;215018;215.018;8389;139.81666666666666
Ciudad Real Bus;gasolinera_135;377434;377.434;14243;237.38333333333333
Ciudad Real Bus;gasolinera_137;367858;367.858;14010;233.5
Ciudad Real Bus;gasolinera_138;630383;630.383;21796;363.26666666666665
Ciudad Real Bus;gasolinera_139;654561;654.561;22526;375.43333333333334
Ciudad Real Bus;gasolinera_140;630228;630.228;21637;360.6166666666667
Ciudad Real Bus;gasolinera_141;576307;576.307;19824;330.4
Ciudad Real Bus;gasolinera_142;643458;643.458;22310;371.8333333333333
Ciudad Real Bus;gasolinera_143;154254;154.254;6145;102.41666666666667
Ciudad Real Bus;gasolinera_144;157601;157.601;6471;107.85
Ciudad Real Bus;gasolinera_145;122853;122.853;5023;83.71666666666667
Ciudad Real Bus;gasolinera_146;102822;102.822;4399;73.31666666666666
Ciudad Real Bus;gasolinera_147;172720;172.72;6754;112.56666666666666
Ciudad Real Bus;gasolinera_148;191884;191.884;8137;135.61666666666667
Ciudad Real Bus;gasolinera_149;130981;130.981;5932;98.86666666666666
Ciudad Real Bus;gasolinera_150;182610;182.61;7211;120.18333333333334
Ciudad Real Bus;gasolinera_151;151395;151.395;6483;108.05
Ciudad Real Bus;gasolinera_152;150432;150.432;6757;112.61666666666666
Ciudad Real Bus;gasolinera_153;211661;211.661;7397;123.28333333333333
Ciudad Real Bus;gasolinera_154;140027;140.027;5359;89.31666666666666
Ciudad Real Bus;gasolinera_155;210341;210.341;7094;118.23333333333333
Ciudad Real Bus;gasolinera_156;152872;152.872;5363;89.38333333333334
Ciudad Real Bus;gasolinera_157;153634;153.634;5229;87.15
Ciudad Real Bus;gasolinera_158;782910;782.91;26328;438.8
Ciudad Real Bus;gasolinera_159;823097;823.097;27728;462.1333333333333
Ciudad Real Bus;gasolinera_160;817610;817.61;27979;466.31666666666666
Ciudad Real Bus;gasolinera_161;812240;812.24;27763;462.71666666666664
Ciudad Real Bus;gasolinera_162;837740;837.74;28131;468.85
Ciudad Real Bus;gasolinera_163;822592;822.592;27851;464.18333333333334
Ciudad Real Bus;gasolinera_164;794863;794.863;27596;459.93333333333334
Ciudad Real Bus;gasolinera_165;801232;801.232;27983;466.3833333333333
Ciudad Real Bus;gasolinera_166;788410;788.41;26863;447.71666666666664
Ciudad Real Bus;gasolinera_167;320647;320.647;12105;201.75
Ciudad Real Bus;gasolinera_168;333864;333.864;12391;206.51666666666668
Ciudad Real Bus;gasolinera_169;487310;487.31;17088;284.8
Ciudad Real Bus;gasolinera_170;514512;514.512;17908;298.46666666666664
Ciudad Real Bus;gasolinera_171;576883;576.883;20097;334.95
Ciudad Real Bus;gasolinera_172;517449;517.449;18167;302.78333333333336
Ciudad Real Bus;gasolinera_173;484683;484.683;18154;302.56666666666666
Ciudad Real Bus;gasolinera_174;525934;525.934;18400;306.6666666666667
Ciudad Real Bus;gasolinera_175;658521;658.521;22507;375.1166666666667
Ciudad Real Bus;gasolinera_176;661708;661.708;22966;382.76666666666665
Ciudad Real Bus;gasolinera_177;686847;686.847;23381;389.68333333333334
Ciudad Real Bus;gasolinera_178;661463;661.463;22550;375.8333333333333
Ciudad Real Bus;gasolinera_179;678166;678.166;23215;386.9166666666667
Ciudad Real Bus;gasolinera_180;745509;745.509;26416;440.26666666666665
Ciudad Real Bus;gasolinera_181;754700;754.7;28711;478.51666666666665
Ciudad Real Bus;gasolinera_182;734245;734.245;26787;446.45
Ciudad Real Bus;gasolinera_183;686792;686.792;23870;397.8333333333333
Ciudad Real Bus;gasolinera_184;349197;349.197;12840;214.0
Ciudad Real Bus;gasolinera_185;224602;224.602;8717;145.28333333333333
Ciudad Real Bus;gasolinera_186;182440;182.44;7554;125.9
Ciudad Real Bus;gasolinera_187;182863;182.863;7184;119.73333333333333
Ciudad Real Bus;gasolinera_188;370735;370.735;13592;226.53333333333333
Ciudad Real Bus;gasolinera_189;355437;355.437;12132;202.2
Ciudad Real Bus;gasolinera_190;327598;327.598;10720;178.66666666666666
Ciudad Real Bus;gasolinera_191;389780;389.78;12952;215.86666666666667
Ciudad Real Bus;gasolinera_192;314415;314.415;10752;179.2
Ciudad Real Bus;gasolinera_193;419301;419.301;13944;232.4
Ciudad Real Bus;gasolinera_194;418606;418.606;13927;232.11666666666667
Ciudad Real Bus;gasolinera_195;366459;366.459;12595;209.91666666666666
Ciudad Real Bus;gasolinera_196;377067;377.067;12514;208.56666666666666
Ciudad Real Bus;gasolinera_197;305054;305.054;10805;180.08333333333334
Ciudad Real Bus;gasolinera_198;598641;598.641;20548;342.46666666666664
Ciudad Real Bus;gasolinera_199;531483;531.483;19365;322.75
Ciudad Real Bus;gasolinera_200;582571;582.571;20953;349.21666666666664
Ciudad Real Bus;gasolinera_201;505696;505.696;18140;302.3333333333333
Ciudad Real Bus;gasolinera_202;628294;628.294;23119;385.31666666666666
Ciudad Real Bus;gasolinera_203;680500;680.5;24043;400.71666666666664
Ciudad Real Bus;gasolinera_204;553624;553.624;20415;340.25
Ciudad Real Bus;gasolinera_206;491022;491.022;17507;291.78333333333336
Ciudad Real Bus;gasolinera_207;298485;298.485;11007;183.45
Ciudad Real Bus;gasolinera_208;317784;317.784;11713;195.21666666666667
Ciudad Real Bus;gasolinera_209;343350;343.35;14175;236.25
Ciudad Real Bus;gasolinera_210;365706;365.706;13495;224.91666666666666
Ciudad Real Bus;gasolinera_211;394605;394.605;14480;241.33333333333334
Ciudad Real Bus;gasolinera_212;348145;348.145;12670;211.16666666666666
Ciudad Real Bus;gasolinera_213;305627;305.627;11291;188.18333333333334
Ciudad Real Bus;gasolinera_214;456575;456.575;15408;256.8
Ciudad Real Bus;gasolinera_215;335906;335.906;11172;186.2
Ciudad Real Bus;gasolinera_216;429672;429.672;14365;239.41666666666666
Ciudad Real Bus;gasolinera_217;682262;682.262;24372;406.2
Ciudad Real Bus;gasolinera_218;715108;715.108;24946;415.76666666666665
Ciudad Real Bus;gasolinera_219;777639;777.639;27383;456.3833333333333
Ciudad Real Bus;gasolinera_220;278497;278.497;10021;167.01666666666668
Ciudad Real Bus;gasolinera_221;262911;262.911;9479;157.98333333333332
Ciudad Real Bus;gasolinera_222;394660;394.66;14359;239.31666666666666
Ciudad Real Bus;gasolinera_223;437271;437.271;16592;276.53333333333336
Ciudad Real Bus;gasolinera_224;460382;460.382;17430;290.5
Ciudad Real Bus;gasolinera_225;467854;467.854;16806;280.1
Ciudad Real Bus;gasolinera_226;331236;331.236;12647;210.78333333333333
Ciudad Real Bus;gasolinera_227;307611;307.611;11095;184.91666666666666
Ciudad Real Bus;gasolinera_228;339503;339.503;12572;209.53333333333333
Ciudad Real Bus;gasolinera_229;273519;273.519;10651;177.51666666666668
Ciudad Real Bus;gasolinera_230;305142;305.142;11383;189.71666666666667
Ciudad Real Bus;gasolinera_231;291902;291.902;10981;183.01666666666668
Ciudad Real Bus;gasolinera_232;290926;290.926;11346;189.1
Ciudad Real Bus;gasolinera_233;359290;359.29;13998;233.3
Ciudad Real Bus;gasolinera_234;422148;422.148;14674;244.56666666666666
Ciudad Real Bus;gasolinera_235;375569;375.569;14159;235.98333333333332
Ciudad Real Bus;gasolinera_236;566841;566.841;20884;348.06666666666666
Ciudad Real Bus;gasolinera_237;320189;320.189;12261;204.35
Ciudad Real Bus;gasolinera_238;304732;304.732;11646;194.1
Ciudad Real Bus;gasolinera_239;290711;290.711;11135;185.58333333333334
Ciudad Real Bus;gasolinera_240;388050;388.05;14408;240.13333333333333
Ciudad Real Bus;gasolinera_241;243027;243.027;9292;154.86666666666667
Ciudad Real Bus;gasolinera_242;270611;270.611;10573;176.21666666666667
Ciudad Real Bus;gasolinera_243;341385;341.385;13100;218.33333333333334
Ciudad Real Bus;gasolinera_244;384698;384.698;14319;238.65
Ciudad Real Bus;gasolinera_245;267911;267.911;11175;186.25
Ciudad Real Bus;gasolinera_246;292759;292.759;11518;191.96666666666667
Ciudad Real Bus;gasolinera_247;340773;340.773;12797;213.28333333333333
Ciudad Real Bus;gasolinera_248;303754;303.754;12027;200.45
Ciudad Real Bus;gasolinera_249;272043;272.043;10654;177.56666666666666
Ciudad Real Bus;gasolinera_250;365243;365.243;12695;211.58333333333334
Ciudad Real Bus;gasolinera_251;807693;807.693;27939;465.65
Ciudad Real Bus;gasolinera_252;770025;770.025;26693;444.8833333333333
Ciudad Real Bus;gasolinera_253;723477;723.477;24719;411.98333333333335
Ciudad Real Bus;gasolinera_254;769826;769.826;26631;443.85
Ciudad Real Bus;gasolinera_255;764614;764.614;26237;437.28333333333336
Ciudad Real Bus;gasolinera_256;735349;735.349;25260;421.0
Ciudad Real Bus;gasolinera_257;746992;746.992;25686;428.1
Ciudad Real Bus;gasolinera_258;745311;745.311;25635;427.25
Ciudad Real Bus;gasolinera_259;542505;542.505;19024;317.06666666666666
Ciudad Real Bus;gasolinera_260;527860;527.86;18549;309.15
Ciudad Real Bus;gasolinera_261;531169;531.169;19329;322.15
Ciudad Real Bus;gasolinera_262;498213;498.213;16665;277.75
Ciudad Real Bus;gasolinera_263;648607;648.607;22311;371.85
Ciudad Real Bus;gasolinera_264;520560;520.56;18947;315.78333333333336
Ciudad Real Bus;gasolinera_265;547697;547.697;19657;327.6166666666667
Ciudad Real Bus;gasolinera_266;532016;532.016;19246;320.76666666666665
Ciudad Real Bus;gasolinera_267;658564;658.564;25007;416.78333333333336
Ciudad Real Bus;gasolinera_268;679556;679.556;23394;389.9
Ciudad Real Bus;gasolinera_269;701860;701.86;24173;402.8833333333333
Ciudad Real Bus;gasolinera_270;705388;705.388;24167;402.78333333333336
Ciudad Real Bus;gasolinera_271;690102;690.102;23888;398.1333333333333
Ciudad Real Bus;gasolinera_272;646431;646.431;22182;369.7
Ciudad Real Bus;gasolinera_273;436381;436.381;15624;260.4
Ciudad Real Bus;gasolinera_274;451713;451.713;16075;267.9166666666667
Ciudad Real Bus;gasolinera_275;544610;544.61;18216;303.6
Ciudad Real Bus;gasolinera_276;536068;536.068;18088;301.46666666666664
Ciudad Real Bus;gasolinera_277;625784;625.784;21142;352.3666666666667
Ciudad Real Bus;gasolinera_278;565627;565.627;18902;315.03333333333336
Ciudad Real Bus;gasolinera_279;578384;578.384;19744;329.06666666666666
Ciudad Real Bus;gasolinera_280;620214;620.214;20766;346.1
Ciudad Real Bus;gasolinera_281;379749;379.749;15108;251.8
Ciudad Real Bus;gasolinera_282;441416;441.416;16076;267.93333333333334
Ciudad Real Bus;gasolinera_283;360697;360.697;14338;238.96666666666667
Ciudad Real Bus;gasolinera_285;171547;171.547;6848;114.13333333333334
Ciudad Real Bus;gasolinera_286;171005;171.005;7219;120.31666666666666
Ciudad Real Bus;gasolinera_287;197218;197.218;7995;133.25
Ciudad Real Bus;gasolinera_288;86671;86.671;3342;55.7
Ciudad Real Bus;gasolinera_289;144350;144.35;6000;100.0
Ciudad Real Bus;gasolinera_290;92293;92.293;4293;71.55
Ciudad Real Bus;gasolinera_291;140935;140.935;5101;85.01666666666667
Ciudad Real Bus;gasolinera_292;284998;284.998;9512;158.53333333333333
Ciudad Real Bus;gasolinera_293;272345;272.345;9074;151.23333333333332
Ciudad Real Bus;gasolinera_294;361094;361.094;12161;202.68333333333334
Ciudad Real Bus;gasolinera_295;393970;393.97;13197;219.95
Ciudad Real Bus;gasolinera_296;328567;328.567;10943;182.38333333333333
Ciudad Real Bus;gasolinera_297;376703;376.703;13736;228.93333333333334
Ciudad Real Bus;gasolinera_298;370458;370.458;14311;238.51666666666668
Ciudad Real Bus;gasolinera_299;338413;338.413;12412;206.86666666666667
Ciudad Real Bus;gasolinera_300;379287;379.287;13743;229.05
Ciudad Real Bus;gasolinera_301;593882;593.882;21383;356.3833333333333
Ciudad Real Bus;gasolinera_302;614700;614.7;21600;360.0
Ciudad Real Bus;gasolinera_303;447090;447.09;15888;264.8
Ciudad Real Bus;gasolinera_304;402072;402.072;14508;241.8
Ciudad Real Bus;gasolinera_305;362265;362.265;12044;200.73333333333332
Ciudad Real Bus;gasolinera_306;418977;418.977;14906;248.43333333333334
Ciudad Real Bus;gasolinera_307;433798;433.798;15546;259.1
Ciudad Real Bus;gasolinera_308;502770;502.77;17810;296.8333333333333
Ciudad Real Bus;gasolinera_309;505905;505.905;17431;290.51666666666665
Ciudad Real Bus;gasolinera_310;526891;526.891;18074;301.23333333333335
Ciudad Real Bus;gasolinera_311;462433;462.433;15902;265.03333333333336
Ciudad Real Bus;gasolinera_312;395192;395.192;13666;227.76666666666668
Ciudad Real Bus;gasolinera_314;612802;612.802;21406;356.76666666666665
Ciudad Real Bus;gasolinera_315;546591;546.591;19691;328.18333333333334
Ciudad Real Bus;gasolinera_316;544625;544.625;18671;311.18333333333334
Ciudad Real Bus;gasolinera_317;508525;508.525;18299;304.98333333333335
Ciudad Real Bus;gasolinera_318;513332;513.332;18285;304.75
Ciudad Real Bus;gasolinera_319;481063;481.063;17247;287.45
